title,genre,length,year,plot,star,n_vote,box_office,director,cast
Climax,"Drama, Horror, Music",97 min,(I) (2018),"French dancers gather in a remote, empty school building to rehearse on a wintry night. The all-night celebration morphs into a hallucinatory nightmare when they learn their sangria is laced with LSD.",6.9,"78,994",$0.80M,['Gaspar Noé'],"['Sofia Boutella', 'Romain Guillermic', 'Souheila Yacoub', 'Kiddy Smile']"
Theater Camp,Comedy,92 min,(2023),The eccentric staff of a rundown theater camp in upstate New York must band together with the beloved founder's bro-y son to keep the camp afloat.,6.9,"15,811",N/A,[],"['Ben Platt', 'Molly Gordon', 'Noah Galvin', 'Jimmy Tatro']"
Velvet Goldmine,"Drama, Music",118 min,(1998),"In 1984, British journalist Arthur Stuart investigates the career of 1970s glam superstar Brian Slade, who was heavily influenced in his early years by hard-living and rebellious American singer Curt Wild.",6.9,"38,228",$1.05M,['Todd Haynes'],"['Ewan McGregor', 'Jonathan Rhys Meyers', 'Christian Bale', 'Toni Collette']"
Tetsuo: The Iron Man,"Horror, Sci-Fi",67 min,(1989),"A businessman accidentally kills The Metal Fetishist, who gets his revenge by slowly turning the man into a grotesque hybrid of flesh and rusty metal.",6.9,"25,807",N/A,"[""Shin'ya Tsukamoto""]","['Tomorô Taguchi', 'Kei Fujiwara', 'Nobu Kanaoka', ""Shin'ya Tsukamoto""]"
Summer of 85,"Drama, Romance",101 min,(2020),"When 16-year-old Alexis capsizes off the coast of Normandy, 18-year-old David heroically saves him. Alexis has just met the friend of his dreams, who opens his eyes to a new horizon of friendship, art and sexual bliss.",6.9,"13,237",N/A,['François Ozon'],"['Félix Lefebvre', 'Benjamin Voisin', 'Philippine Velge', 'Valeria Bruni Tedeschi']"
Supernova,"Drama, Romance",95 min,(II) (2020),"Sam and Tusker are traveling across England in their old RV to visit friends, family and places from their past. Since Tusker was diagnosed with dementia two years ago, their time together is the most important thing they have.",6.9,"14,221",N/A,['Harry Macqueen'],"['Colin Firth', 'Stanley Tucci', 'Pippa Haywood', 'Peter MacQueen']"
National Anthem,Drama,96 min,(2023),A 21-year-old construction worker in New Mexico joins a community of queer rodeo performers in search of their own version of the American dream.,6.9,62,N/A,['Luke Gilford'],"['Charlie Plummer', 'Eve Lindley', 'Rene Rosado', 'Mason Alexander Park']"
Wildhood,"Drama, Romance",108 min,(2021),"Two brothers embark on a journey to find their birth mother after their abusive father had lied for years about her whereabouts; along the way, they reconnect with their indigenous heritage and make a new friend.",6.9,"1,456",N/A,['Bretten Hannam'],"['Phillip Forest Lewitski', 'Avery Winters-Anthony', 'Fabien Melanson', 'Zach Tovey']"
Girl Picture,Romance,100 min,(2022),"Three young women try to defy the persistent winter darkness in Finland. In the process, they move between dreams, reality, friendship and relationships, and try to make sense of the whole mess.",6.9,"2,537",N/A,['Alli Haapasalo'],"['Aamu Milonoff', 'Eleonoora Kauhanen', 'Linnea Leino', 'Sonya Lindfors']"
When Time Got Louder,Drama,114 min,(2022),"Departing for college, Abbie leaves her parents and brother who has autism and is non-verbal. As she explores her independence and sexuality, she's torn between her new life and her love for her brother.",6.9,440,N/A,['Connie Cocchia'],"['Willow Shields', 'Lochlyn Munro', 'Elizabeth Mitchell', 'Jonathan Simao']"
Yuri no Amaoto,"Drama, Romance",84 min,(2022),"Hazuki clips her nails every time it rains. She caressed herself with these fingers back then. Hazuki, an editor of a publishing company now, is attracted by Shiori, the head of planning.",6.9,107,N/A,['Shûsuke Kaneko'],"['Kazumi', 'Kazuha Komiya', 'Tomu Miyazaki', 'Yukihira Aika']"
Moonlit Winter,"Drama, Romance",105 min,(2019),"Yoon-Hee lives with her teenage daughter Sae-Bom. On a winter day, Yoon-Hee receives a letter from Otaru, Japan. Sae-Bom accidentally reads the letter and learns about her mother's first love, which she never spoke about before.",6.9,"1,137",N/A,['Dae Hyung Lim'],"['Kim Hee-ae', 'Yûko Nakamura', 'Kim Sohye', 'Sung Yoo-bin']"
Les Biches,Drama,100 min,(1968),Architect Paul Thomas insinuates himself into the relationship of two bisexual women living in a St. Tropez villa with tragic consequences.,6.9,"3,541",N/A,['Claude Chabrol'],"['Jean-Louis Trintignant', 'Jacqueline Sassard', 'Stéphane Audran', 'Nane Germon']"
ChickenHawk,"Documentary, Crime",55 min,(1994),"Members of the controversial group NAMBLA (North American Man/Boy Love Association) discuss why their organization supports ""boys and men who have or desire engagements in sexual or emotional relationships.""",6.9,385,N/A,['Adi Sideman'],"['Barbara Adler', 'Mimi Turner', 'Bill Andriette', 'Bill Bickly']"
The Hanging Garden,"Drama, Romance",91 min,(1997),"William, a once obese and depressed adolescent, is able to move past his teenage years when he moves to the city and comes out as being gay. When he returns home though, he can't cope with his memories.",6.9,"3,077",$0.93M,['Thom Fitzgerald'],"['Chris Leavins', 'Kerry Fox', 'Ian Parsons', 'Peter MacNeill']"
Olivia,"Comedy, Drama",88 min,(1951),"Late nineteenth century in a finishing school for young girls near in France, the principal, the fascinating Miss Julie, sows confusion in the heart of the newcomer, Olivia.",6.9,724,$0.01M,['Jacqueline Audry'],"['Edwige Feuillère', 'Simone Simon', 'Marie-Claire Olivia', 'Yvonne de Bray']"
"Hello, Stranger: The Movie","Comedy, Romance",101 min,(2021),"Xavier and Mico join a writing camp, where they get to know each other more. But with their friends and other people around them twist and turn them in different directions, will they be strangers no more or strangers again?",6.9,511,N/A,['Dwein Baltazar'],"['Tony Labrusca', 'JC Alcantara', 'Vivoree Esclito', 'Patrick Quiroz']"
Alice Júnior,"Comedy, Drama",87 min,(2019),The first kiss of a transgender teenager.,6.9,638,N/A,['Gil Baroni'],"['Anna Celestino Mota', 'Emmanuel Rosset', 'Thaís Schier', 'Surya Amitrano']"
The Wedding,"Drama, Romance",75 min,(2018),"Rami, a young Muslim man, is preparing for his wedding with Sara while fulfilling a queer sexuality in secret due to a strict religious and cultural upbringing.",6.9,83,N/A,['Sam Abbas'],"['Nikohl Boosheri', 'Sam Abbas', 'Harry Aspinwall', 'Hend Ayoub']"
Vera,Drama,88 min,(II) (1986),"Young girl spends her adolescence in an institution for minors, developing some masculine traits in her personality. In this hostile environment, she can only find some sympathy in a ...                See full summary »",6.9,253,N/A,['Sergio Toledo'],"['Ana Beatriz Nogueira', 'Raul Cortez', 'Aida Leiner', 'Carlos Kroeber']"
Bathing Franky,"Comedy, Drama",86 min,(2012),"When an ex-con falls under the spell of a backyard magician, the illusion is shattered.",6.9,144,N/A,['Owen Elliott'],"['Henri Szeps', 'Maria Venuti', 'Shaun Goss', 'Bree Bain']"
To Be Takei,"Documentary, Biography",94 min,(2014),"A look at the many roles played by eclectic actor/activist George Takei, whose wit, humor and grace have helped him to become an internationally beloved figure and Internet phenomenon with 7-million Facebook fans and counting.",6.9,"1,570",$0.05M,['Jennifer M. Kroot'],"['George Takei', 'Brad Takei', 'Walter Koenig', 'William Shatner']"
"Yo nena, yo princesa",Drama,120 min,(2021),"Gabriela is a mother who faces a struggle that she never expected to have: one of her sons, Manuel, has a repressed desire to live as a girl. The mother finds herself fighting on the front line of the transgender rights movement.",6.9,128,N/A,['Federico Palazzo'],"['Eleonora Wexler', 'Juan Palomino', 'Isabella G.C.', 'Valentino Vena']"
Check It,Documentary,90 min,(2016),"Documentary that follows members of Check It, a group of young LGBT African American women and men that live in Washington, D.C.",6.9,154,N/A,[],[]
New Queer Visions: Right Beside You,Drama,95 min,(2020),"In times of strife it's important to have someone by your side. Whether it is a shoulder to cry on or a source of confidence, a best friend or a distant lover, these six tales from Mexico, ...                See full summary »",6.9,24,N/A,[],"['Joshua Albano', 'Rafael Gregório', 'Karim Camara', 'Mouad Ben-Chaib']"
"Kings, Queens, & In-Betweens","Documentary, Biography",90 min,(2017),"A documentary on drag queens, kings, & transgender performers in Columbus, OH who tackle the complexities of gender expression, identity, sexuality, discrimination, family, & politics--all with humor, pathos, & duct tape.",6.9,34,N/A,['Gabrielle Burton'],"['John Olson', 'Carol Giordano Payne', 'JAC Stringer', 'Nina West']"
Para Onde Voam as Feiticeiras,Documentary,89 min,(2020),"Through performances by a group of LGBTQI+ artists, important issues to be discussed, such as gender, social inequality and struggles of the less favored classes, arise in downtown São Paulo.",6.9,36,N/A,[],"['Ave Terrena Alves', 'Fernanda Ferreira Ailish', 'Gabriel Lodi', 'Mariano Mattos Martins']"
Gay Positive,Documentary,51 min,(2014),Gay Positive is the story of one man trying to bring to attention the outdated ban on gay men donating blood in the United States of America. This documentary is meant to inform and educate...                See full summary »,6.9,24,N/A,['A.J. Mattioli'],"['Rutanya Alda', 'Blanche Baker', 'Jim Colucci', 'Laverne Cox']"
Gaci gibi,Documentary,72 min,(2016),Deniz is a trans woman working as a sex laborer in Mersin. She was a victim of an hate attack by a group of people. She was injured seriously and crashed a car while running and broke her ...                See full summary »,6.9,16,N/A,['Serkan Çiftçi'],"['Cansu', 'Deniz', 'Ece', 'Esmeray']"
A Simple Favor,"Comedy, Crime, Mystery",117 min,(2018),"Stephanie is a single mother with a parenting vlog who befriends Emily, a secretive upper-class woman who has a child at the same elementary school. When Emily goes missing, Stephanie takes it upon herself to investigate.",6.8,"162,033",$53.55M,['Paul Feig'],"['Anna Kendrick', 'Blake Lively', 'Henry Golding', 'Andrew Rannells']"
Slay,"Comedy, Horror",99 min,(2024),"After a booking mistake, four drag queens find themselves performing for a mostly unwelcoming crowd, but when vampires attack, the crowd looks to the queens to save the day.",6.8,245,N/A,['Jem Garrard'],"['Ryan A. Taylor', 'Heidi N Closet', 'Crystal Methyd', 'Cara Melle']"
But I'm a Cheerleader,"Comedy, Drama, Romance",85 min,(1999),A naive teenager is sent to rehab camp when her straitlaced parents and friends suspect her of being a lesbian.,6.8,"40,942",$2.21M,['Jamie Babbit'],"['Natasha Lyonne', 'Clea DuVall', 'Michelle Williams', 'Brandt Wille']"
Rent,"Drama, Musical, Romance",135 min,(2005),"In New York City's gritty East Village, a group of bohemians strive for success and acceptance while enduring the obstacles of poverty, illness and the AIDS epidemic.",6.8,"55,845",$29.08M,['Chris Columbus'],"['Taye Diggs', 'Wilson Jermaine Heredia', 'Rosario Dawson', 'Anthony Rapp']"
Kiss Me,"Drama, Romance",105 min,(2011),A young woman engaged to be married finds herself in an affair with her soon-to-be stepmother's lesbian daughter.,6.8,"11,925",N/A,['Alexandra-Therese Keining'],"['Ruth Vega Fernandez', 'Liv Mjönes', 'Krister Henriksson', 'Lena Endre']"
My Beautiful Laundrette,"Comedy, Drama, Romance",97 min,(1985),An ambitious Pakistani Briton and his white boyfriend strive for success and hope when they open a glamorous laundromat.,6.8,"17,261",$2.45M,['Stephen Frears'],"['Saeed Jaffrey', 'Roshan Seth', 'Daniel Day-Lewis', 'Richard Graham']"
The Life Ahead,Drama,94 min,(2020),"In seaside Italy, a Holocaust survivor with a daycare business takes in a 12-year-old street kid who recently robbed her.",6.8,"15,511",N/A,['Edoardo Ponti'],"['Sophia Loren', 'Ibrahima Gueye', 'Renato Carpentieri', 'Iosif Diego Pirvu']"
Mascarpone,"Comedy, Drama, Romance",101 min,(2021),"Antonio is a 30 yo family man, whose life finds an unexpected twist when he's suddenly dumped by his husband, whom he depends both psychologically and economically: he needs to find a new ...                See full summary »",6.8,"2,391",N/A,[],"['Giancarlo Commare', 'Eduardo Valdarnini', 'Gianmarco Saurino', 'Michela Giraud']"
Moffie,"Drama, Romance, War",104 min,(2019),A young man in 1981 South Africa must complete his brutal and racist two years of compulsory military service while desperately maintaining the secrecy of his homosexuality.,6.8,"3,782",N/A,['Oliver Hermanus'],"['Kai Luke Brummer', 'Barbara-Marié Immelman', 'Michael Kirch', 'Remano De Beer']"
Fair Haven,Drama,90 min,(2016),"A young man returns to his family farm, after a long stay in ex-gay conversion therapy, and is torn between the expectations of his emotionally distant father, and the memories of a past, loving relationship he has tried to bury.",6.8,"3,527",N/A,['Kerstin Karlhuber'],"['Michael Grant', 'Tom Wopat', 'Gregory Harrison', 'Susan Aser']"
Dance of the 41,"Biography, Drama, History",99 min,(2020),"At the end of the 19th century, Ignacio de la Torre married the daughter of the president of Mexico, Porfirio Díaz. Ignacio leads a double life: he rises in the traditional world of politics while being a member of a clandestine society.",6.8,"5,349",N/A,['David Pablos'],"['Alfonso Herrera', 'Emiliano Zurita', 'Mabel Cadena', 'Fernando Becerril']"
Chandigarh Kare Aashiqui,"Comedy, Crime, Drama",117 min,(2021),"Manu, a bodybuilder from Chandigarh, India, falls in love with Maanvi, a male Zumba teacher disguised as a woman. All seems well until this revelation causes turmoil in their love story.",6.8,"15,269",N/A,['Abhishek Kapoor'],"['Ayushmann Khurrana', 'Vaani Kapoor', 'Yograj Singh', 'Anjan Srivastav']"
Edge of Seventeen,"Comedy, Drama, Romance",99 min,(1998),A teenager copes with his sexuality on the last day of school in 1984. It shows him coping with being gay and being with friends.,6.8,"7,096",$0.87M,['David Moreton'],"['Chris Stafford', 'Tina Holmes', 'Andersen Gabrych', 'Stephanie McVay']"
Sorry Angel,"Comedy, Drama, Romance",132 min,(2018),Jacques is an older writer from Paris. Arthur is a young student in Rennes. They instantly fall in love. But they'll have to face rejection and sickness to keep it that way.,6.8,"4,152",$0.03M,['Christophe Honoré'],"['Vincent Lacoste', 'Pierre Deladonchamps', 'Denis Podalydès', 'Adèle Wismes']"
My Rainy Days,"Drama, Romance",119 min,(2009),Seventeen year old high school student Rio Ozawa is always the center of attention due to her beauty. Yet Rio has never cared about anyone but herself due to her traumatic past. Her friends...                See full summary »,6.8,"2,379",N/A,['Yuri Kanchiku'],"['Nozomi Sasaki', 'Shôsuke Tanihara', 'Hikaru Yamamoto', 'Mitsuki Ôishi']"
My Mom Is a Character,Comedy,84 min,(2013),"After another spat with her kids, Dona Hermínia decides to take some time off from them and hides away in her aunt's house, where she reminisces about her kids in an age when they still needed her.",6.8,"5,788",N/A,['André Pellenz'],"['Paulo Gustavo', 'Rodrigo Pandolfo', 'Mariana Xavier', 'Alexandra Richter']"
Swastika,"Drama, Romance",91 min,(1964),A childless housewife falls in love with a beautiful model.,6.8,"1,121",N/A,['Yasuzô Masumura'],"['Ayako Wakao', 'Kyôko Kishida', 'Eiji Funakoshi', 'Yûsuke Kawazu']"
Miles from Nowhere,Drama,76 min,(2022),"During an annual cabin retreat, a dying man must confront past mistakes after learning he may not know his friends as well as he may think.",6.8,51,N/A,['Jono Mitchell'],"['Seth Dunlap', 'Okea Eme-Akwari', 'Kristina Arjona', 'Andrew Tull']"
