title,genre,length,year,plot,star,n_vote,box_office,director,cast,keyword
Blubberella,"['Action', ' Comedy']",87 min,2011,An action comedy centered on an overweight woman whose footsteps cause explosions and whose dual swords are used against anyone who makes fun of her.,2.4,2772,0.0,['Uwe Boll'],"['Lindsay Hollister', 'Brendan Fletcher', 'Michael Paré', 'Willam Belli']",gay
Lone Star State of Mind,"['Comedy', ' Crime']",88 min,2002,"A young Texas mechanic (Jackson) tries to save a dim-witted relative from the mob. There's also something about the murderer of the mechanic's father, who's been in prison for 20 years, thanks to histestimony as a child.",6.0,3231,0.0,['David Semel'],"['Joshua Jackson', 'Jaime King', 'Matthew Davis', 'Ryan Hurst']",gay
Greta,['Drama'],97 min,2019,"Pedro, a 70-year-old gay nurse, is taking care of Daniela, his ailing transgender friend. In order to find her a vacant hospital bed, he decides to help an arrested and wounded criminal to escape.",6.2,421,0.0,['Armando Praça'],"['Marco Nanini', 'Denise Weinberg', 'Demick Lopes', 'Gretta Star']",gay
Chuck & Buck,"['Comedy', ' Drama']",96 min,2000,An oddly naive man-child stalks his childhood best friend and tries to reconnect with their past.,6.6,5886,1050000.0,['Miguel Arteta'],"['Mike White', 'Chris Weitz', 'Lupe Ontiveros', 'Beth Colt']",gay
Bambola,"['Drama', ' Romance']",92 min,1996,"Her name is Mina, but she is called Bambola (Doll). Upon her mother's death, she and her homosexual brother Flavio open a pizzeria. A man named Ugo loans Bambola the money, but is then ...                See full summary »",4.5,1542,0.0,['Bigas Luna'],"['Valeria Marini', 'Jorge Perugorría', 'Stefano Dionisi', 'Manuel Bandera']",gay
Some of My Best Friends Are...,['Drama'],110 min,1971,A dramatic expose of the lives of a group of gays who meet in a New York City bar on Christmas Eve.,5.9,366,120000.0,['Mervyn Nelson'],"['Tom Bade', 'James Murdock', 'Paul Blake', 'Gary Campbell']",gay
Get on the Bus,"['Adventure', ' Drama', ' History']",120 min,1996,"A disparate group of African-American men travel by bus to Washington, DC for the Million Man March.",6.9,6039,5730000.0,['Spike Lee'],"['Ossie Davis', 'Charles S. Dutton', 'Andre Braugher', 'Richard Belzer']",gay
Burnt Money,"['Crime', ' Drama', ' Romance']",125 min,2000,"Nene & Angel and their accomplice Cuervo participate in a botched bank robbery in 1965 Buenos Aires, then hide out from the police in Uruguay while the gang breaks down.",7.0,6849,240000.0,['Marcelo Piñeyro'],"['Eduardo Noriega', 'Leonardo Sbaraglia', 'Pablo Echarri', 'Leticia Brédice']",gay
Jet Boy,['Drama'],99 min,2001,A drug dealer finds an unlikely traveling companion in a runaway kid trying to dodge social services.,7.1,1531,0.0,['Dave Schultz'],"['Branden Nadon', 'Joe Norman Shaw', 'Matthew Currie Holmes', 'Randy Birch']",gay
Nobody's Hero,"['Comedy', ' Drama']",100 min,2022,"Christmas Eve is ruined by an act of terrorism in the city of Clermont-Ferrand. As the city descends into panic, thirty-something Mederic falls in love with older prostitute Isadora.",6.2,720,0.0,['Alain Guiraudie'],"['Jean-Charles Clichet', 'Noémie Lvovsky', 'Ilies Kadri', 'Michel Masiero']",gay
Perfect Strangers,"['Comedy', ' Drama']",99 min,2022,"Follows the story of seven friends who stay together for dinner and decide to play a game that involves them placing their cell phones on the dinner table, and accepting to share every call, text and voice message as it comes.",5.8,5370,0.0,['Wissam Smayra'],"['Nadine Labaki', 'Mona Zaki', 'Adel Karam', 'Eyad Nassar']",gay
Boiling Point,"['Action', ' Comedy', ' Crime']",96 min,1990,Two disquieted junior baseball players seek revenge on the local yakuza for attacking their coach.,6.8,7497,0.0,['Takeshi Kitano'],"['Takeshi Kitano', 'Yûrei Yanagi', 'Yuriko Ishida', 'Taka Guadalcanal']",gay
The Siren,"['Drama', ' Fantasy', ' Horror']",80 min,2019,"A man searches the lake for the monster that murdered his husband, while that monster falls in love with an unsuspecting visitor.",4.9,684,0.0,['Perry Blackshear'],"['Margaret Ying Drake', 'MacLeod Andrews', 'Evan Dumouchel']",gay
Satan's Brew,"['Comedy', ' Drama', ' Romance']",112 min,1976,"A famous poet who hasn't written a word in two years unconsciously plagiarizes the work of Stefan George, while dealing with several mistresses, his dim-witted brother, and a murder investigation.",6.7,2136,0.0,['Rainer Werner Fassbinder'],"['Kurt Raab', 'Margit Carstensen', 'Helen Vita', 'Volker Spengler']",gay
Four Times That Night,"['Comedy', ' Romance']",83 min,1971,"A night of attempted seduction is recalled from the perspectives of the woman, the man, a lecherous doorman and a psychoanalyst.",5.7,996,0.0,['Mario Bava'],"['Daniela Giordano', 'Brett Halsey', 'Dick Randall', 'Valeria Sabel']",gay
The Last Match,"['Drama', ' Romance']",94 min,2013,"Two teenage men fall in love, surrounded by the poverty and the marginalization of their country, and are forced to change their lives and take big risks.",6.7,2403,0.0,['Antonio Hens'],"['Milton García', 'Reinier Díaz', 'Jenifer Rodríguez', 'Beatriz Méndez']",gay
Naomi and Ely's No Kiss List,"['Comedy', ' Drama', ' Romance']",89 min,2015,"Naomi and Ely have loved each other their whole lives, even though Ely isn't exactly into girls. The institution of a ""No Kiss List"" has prevented the two from rifts in the past, but bonds are tested when they both fall for the same guy.",5.5,10554,0.0,['Kristin Hanggi'],"['Victoria Justice', 'Pierson Fode', 'Matthew Daddario', 'Ryan Ward']",gay
Double Happiness,"['Drama', ' Romance']",87 min,1994,"East clashes with West and generations collide as a young Chinese woman struggles to appease her old-fashioned father, and at the same time pursue her modern dreams.",7.1,1245,760000.0,['Mina Shum'],"['Sandra Oh', 'Stephen Chang', 'Claudette Carracedo', 'Greg Chan']",gay
Mala Noche,['Drama'],78 min,1986,"A story of amour fou. Walt is madly in love/lust with a young illegal Mexican immigrant. However, the object of his unrequited affection doesn't even speak any English and finds Walt really...                See full summary »",6.5,4329,0.0,['Gus Van Sant'],"['Tim Streeter', 'Doug Cooeyate', 'Ray Monge', 'Nyla McCarthy']",gay
"Next Stop, Greenwich Village","['Comedy', ' Drama']",111 min,1976,The ups and downs of life as experienced by a group of aspiring young artists in the early Fifties New York.,7.0,2472,0.0,['Paul Mazursky'],"['Lenny Baker', 'Shelley Winters', 'Ellen Greene', 'Lois Smith']",gay
Borrowed,"['Drama', ' Thriller']",89 min,2022,"Borrowed tells the story of David, a reclusive artist living in the Florida keys. His private and tortured life is changed forever when Justin comes for a visit. Each gets more out of their time together than either could have imagined.",4.5,162,0.0,[],"['Jonathan Del Arco', 'Héctor Medina']",gay
Women Talking Dirty,"['Comedy', ' Romance']",97 min,1999,"A lively, outspoken single mother in Edinburgh, Scotland, develops an unlikely friendship with a shy cartoonist.",6.0,828,0.0,['Coky Giedroyc'],"['Helena Bonham Carter', 'Gina McKee', 'Eileen Atkins', 'Kenneth Cranham']",gay
Ma vie en rose,['Drama'],88 min,1997,Ludovic is an innocent seven-year-old child who provokes horror in his community when he dresses in girls clothes and insists he's a girl.,7.5,9024,2280000.0,['Alain Berliner'],"['Georges Du Fresne', 'Michèle Laroque', 'Jean-Philippe Écoffey', 'Hélène Vincent']",gay
Geography Club,"['Comedy', ' Drama']",84 min,2013,"At Goodkind High School, a group of students with varying sexual orientations form an after-school club as a discreet way to share their feelings and experiences.",6.5,6257,0.0,['Gary Entin'],"['Cameron Deane Stewart', 'Justin Deeley', 'Meaghan Martin', 'Wesley Eure']",gay
Waking Up Dead,['Comedy'],78 min,2022,"Beautiful and self-destructive, hot-shot actor Danny Maldonado was once about to conquer Hollywood. Now, just a few years later, his career has flatlined, his boyfriend has dumped him and ...                See full summary »",6.5,87,0.0,['Terracino'],"['Traci Lords', 'Judy Geeson', 'Jeannetta Arnette', 'Cody Renee Cameron']",gay
The Stranger by the Beach,"['Animation', ' Drama', ' Romance']",59 min,2020,Two men meet on a beach in Okinawa and are romantically attracted to each other.,7.1,2641,0.0,['Akiyo Ôhashi'],"['Yurina Amami', 'Bryn Apprill', 'Justin Briner', 'Jessica Cavanagh']",gay
Bonobo,"['Comedy', ' Drama']",83 min,2014,"A feuding mother and daughter find an unlikely source of help to reunite them - at a hippie commune, the last place that conservative, high-brow Judith ever thought she'd step foot in.",5.4,561,0.0,['Matthew Hammett Knott'],"['James Norton', 'Tessa Peake-Jones', 'Josie Lawrence', 'Carolyn Pickles']",gay
Aclà,['Drama'],86 min,1992,"Brutal film about the exploitation of a young Italian boy, who is virtually sold to the operators of a sulphur mine where he is beaten and sexually molested.",7.1,419,0.0,['Aurelio Grimaldi'],"['Francesco Cusimano', 'Tony Sperandeo', 'Luigi Maria Burruano', 'Lucia Sardo']",gay
Lazy Eye,"['Comedy', ' Drama', ' Romance']",87 min,2016,"Passions re-ignite and secrets revealed when a graphic designer reconnects with the great, lost love of his life for a weekend tryst at a house in the desert near Joshua Tree.",6.4,1971,0.0,['Tim Kirkman'],"['Drew Barr', 'Lucas Near-Verbrugghe', 'Michaela Watkins', 'Aaron Costa Ganis']",gay
These Foolish Things,"['Comedy', ' Drama', ' Romance']",107 min,2006,"A struggling young actress, a fledgling director and an ambitious playwright become embroiled in an emotional love triangle as they strive for recognition, fame and fortune in a world on the brink of World War II.",5.5,590,0.0,['Julia Taylor-Stanley'],"['Charlotte Lucas', 'Craig Rooke', 'Julia McKenzie', 'Roisin Goodall']",gay
Nasty Baby,['Drama'],101 min,2015,"A close-knit trio navigates the idea of creating life, while at the same time being confronted with a brutal scenario.",5.7,2704,80000.0,['Sebastián Silva'],"['Sebastián Silva', 'Tunde Adebimpe', 'Kristen Wiig', 'Reg E. Cathey']",gay
Boy Culture,"['Drama', ' Romance']",88 min,2006,"A successful male escort describes in a series of confessions his tangled romantic relationships with his two roommates and an older, enigmatic male client.",6.8,5947,220000.0,['Q. Allan Brocka'],"['Derek Magyar', 'George Jonson', 'Patrick Bauchau', 'Darryl Stephens']",gay
All Over Me,"['Crime', ' Drama', ' Romance']",86 min,1997,"Claude and Ellen are best friends who live in a not-so-nice area of New York. They're involved in the subculture of '90s youth, complete with drugs, live music, and homophobia. All is ...                See full summary »",6.4,3452,150000.0,['Alex Sichel'],"['Alison Folland', 'Tara Subkoff', 'Cole Hauser', 'Wilson Cruz']",gay
Language Lessons,"['Comedy', ' Drama']",91 min,2021,A Spanish teacher and her student develop an unexpected friendship.,7.1,2951,0.0,['Natalie Morales'],"['Mark Duplass', 'Natalie Morales', 'Desean Terry', 'Christine Quesada']",gay
Another Gay Sequel: Gays Gone Wild!,"['Comedy', ' Romance']",99 min,2008,"Andy, Nico, Jarod and Griff reunite in Fort Lauderdale for Spring Break and participate in a contest called ""Gays Gone Wild"" to determine who can attain the most ""buttlove"" over the course of the vacation.",4.0,3328,100000.0,['Todd Stephens'],"['Jonah Blechman', 'Jake Mosser', 'Aaron Michael Davies', 'Jimmy Clabots']",gay
Love Thy Neighbor,"['Comedy', ' Drama', ' Mystery']",89 min,2005,"Two married couples are about to give new meaning to the phrase Love Thy Neighbor. When these best friends become more than just friends, one simple game leads to another. A twisted comedy about relationships, deception, and consequences.",3.3,174,0.0,['Nick Gregory'],"['Jack Gwaltney', 'Jennifer Bransford', 'John Enos III', 'Kellie Overbey']",gay
Too Much Sun,['Comedy'],97 min,1990,A multimillionaire whose son and daughter are gay leaves a will with one clause: His children will inherit his money only if at least one of them produces his grandchild within a year of his death.,4.2,538,0.0,['Robert Downey Sr.'],"['Robert Downey Jr.', 'Laura Ernst', 'Jim Haynie', 'John Ide']",gay
Children of Sin,['Horror'],95 min,2022,"After being sent to a sinister religious retreat by their stepfather, two siblings fight to escape in order to save their mother from harm's way.",4.0,324,0.0,['Christopher Wesley Moore'],"['Blake Wing', 'Keni Bounds', 'Jeff Buchwald', 'Lewis Hines']",gay
A Matter of Trust,['Drama'],105 min,2022,"The lives of five unrelated people--a husband, a doctor, a wife, a student, and a young daughter--are turned upside-down with irreversible consequences.",5.9,258,0.0,['Annette K. Olesen'],"['Annika Aakjær', 'Morten Hee Andersen', 'Ene Øster Bendtsen', 'Sofie Juul Blinkenberg']",gay
Yes,['Drama'],100 min,2019,"Based on Tim Realbuto's critically acclaimed Off-Broadway play, YES tells the story of washed up child star Patrick Nolan who decides to mentor 17-year-old Jeremiah Rosenhaft.",6.9,99,0.0,['Rob Margolies'],"['Nolan Gould', 'Oscar Nuñez', 'Siobhan Fallon Hogan', 'Jenna Leigh Green']",gay
Kinky Boots: The Musical,['Musical'],135 min,2019,"A filmed version of the popular stage musical, in which a feisty drag queen attempts to rescue a shoe factory by designing fabulous and fetishistic footwear.",8.1,1046,390000.0,[],"['Matt Henry', 'Killian Donnelly', 'Natalie McQueen', 'Sean Needham']",gay
Driving Lessons,"['Comedy', ' Drama']",98 min,2006,A coming of age story about a shy teenage boy trying to escape from the influence of his domineering mother. His world changes when he begins to work for a retired actress.,6.6,11032,240000.0,['Jeremy Brock'],"['Rupert Grint', 'Laura Linney', 'Julie Walters', 'Fay Cohen']",gay
Speedway Junky,"['Crime', ' Drama', ' Romance']",105 min,1999,"Johnny wants to be a stock car racer one day. He meets a young, gay hustler in Vegas, who takes him to meet his friends/gang and his ""mom"", an ex hooker etc.",5.9,1939,20000.0,['Nickolas Perry'],"['Richard Balin', 'Jaime Bergman', 'Jesse Bradford', 'Jordan Brower']",gay
Jamie Marks Is Dead,"['Drama', ' Fantasy', ' Mystery']",101 min,2014,"Based on the novel ""One For Sorrow"" by Christopher Barzak, Jamie Marks is Dead is the story of a murdered high school boy who returns as a ghost looking for the love and friendship he never had when he was alive.",5.5,2762,0.0,['Carter Smith'],"['Morgan Saylor', 'Noah Silver', 'Cameron Monaghan', 'Brett DelBuono']",gay
Parting Glances,"['Drama', ' Music', ' Romance']",90 min,1986,"As Michael and Robert, a gay couple in New York, prepare for Robert's departure for a two-year work assignment in Africa, Michael must face Robert's true motives for leaving while dealing ...                See full summary »",7.2,3235,540000.0,['Bill Sherwood'],"['John Bolger', 'Richard Ganoung', 'Steve Buscemi', 'Adam Nathan']",gay
Bickford Shmeckler's Cool Ideas,"['Comedy', ' Romance']",80 min,2006,"When his journal of bright ideas is stolen, college freshman Bickford Schmeckler (Fugit) has to blanket the campus in order to locate it.",5.6,3487,0.0,['Scott Lew'],"['Patrick Fugit', 'Olivia Wilde', 'Deon Richmond', 'Tyler Francavilla']",gay
Straight for the Heart,"['Drama', ' Romance', ' War']",92 min,1988,"A war photographer returns home to Montréal to discover that his two partners have left him to be together. Alone in the city, he photographs what he sees, trying to heal both his war memories and a broken heart.",6.9,256,0.0,['Léa Pool'],"['Matthias Habich', 'Johanne-Marie Tremblay', 'Michel Voïta', 'Jean-François Pichette']",gay
Sol Goode,"['Comedy', ' Romance']",99 min,2003,"Sol Goode has led an easy life thanks to his charm, good looks, and quick wit, but now he faces eviction and the threat of having to get a real job. He also meets the most beautiful woman he's ever seen - but she can see through his lines.",5.2,1316,0.0,['Danny Comden'],"['Amanda Anka', 'Jason Bateman', 'Beau Baxter', 'Danny Comden']",gay
